img_name,origin_country,variety,processing_method,defect_class
columbia-caturra-fruitInfused-normal-0-21.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-11.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-18.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-24.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-13.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-9.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-23.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-22.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-8.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-12.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-11.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-14.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-21.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-9.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-8.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-20.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-15.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-10.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-12.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-17.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-22.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-23.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-16.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-13.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-17.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-9.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-12.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-13.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-8.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-16.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-8.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-14.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-24.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-11.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-18.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-10.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-19.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-25.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-15.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-9.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-4.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-24.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-18.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-6.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-21.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-14.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-0.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-1.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-15.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-20.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-7.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-19.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-25.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-5.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-7.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-5.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-22.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-17.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-3.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-2.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-16.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-23.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-4.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-6.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-2.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-22.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-0.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-12.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-6.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-7.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-13.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-1.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-23.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-3.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-1.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-21.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-3.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-11.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-18.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-24.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-5.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-4.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-25.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-10.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-19.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-3-2.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-20.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-1-0.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-23.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-16.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-3.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-5.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-13.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-7.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-6.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-12.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-4.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-2.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-17.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-22.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-20.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-15.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-0.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-6.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-10.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-4.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-5.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-11.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-7.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-1.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-14.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-21.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-10.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-19.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-25.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-5.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-3.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-15.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-1.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-0.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-14.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-2.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-4.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-24.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-11.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-5-18.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-13.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-6.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-0.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-16.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-2.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-3.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-0-17.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-1.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-4-7.png,columbia,caturra,fruitInfused,normal
columbia-caturra-fruitInfused-normal-2-12.png,columbia,caturra,fruitInfused,normal
ethiopia-yirga-CM-frag-1-17.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-4.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-5.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-16.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-14.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-7.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-6.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-15.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-11.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-2.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-3.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-10.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-12.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-1.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-0.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-13.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-7.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-6.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-4.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-5.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-1.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-0.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-2.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-19.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-18.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-3.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-15.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-14.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-16.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-17.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-8.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-13.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-12.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-9.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-10.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-0-11.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-20.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-18.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-19.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-8.png,ethiopia,yirga,CM,frag
ethiopia-yirga-CM-frag-1-9.png,ethiopia,yirga,CM,frag
ethiopia-guji-washed-quaker-4-15.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-5.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-20.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-7.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-1.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-10.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-19.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-24.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-11.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-18.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-0.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-6.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-21.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-4.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-14.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-16.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-6.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-23.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-4.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-2.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-13.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-12.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-3.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-5.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-22.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-7.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-17.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-13.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-3.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-1.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-7.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-23.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-16.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-17.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-22.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-6.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-0.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-2.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-12.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-10.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-0.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-19.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-2.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-4.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-20.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-15.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-14.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-21.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-5.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-3.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-1.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-11.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-18.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-24.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-0.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-2.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-12.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-17.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-4.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-22.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-6.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-7.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-23.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-5.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-16.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-3.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-13.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-1.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-3.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-11.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-1.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-7.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-14.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-21.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-5.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-4.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-20.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-15.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-6.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-10.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-0.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-2.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-6.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-4.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-14.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-24.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-2.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-11.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-18.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-0.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-1.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-10.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-19.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-3.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-25.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-5.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-15.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-7.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-5.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-17.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-7.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-12.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-1.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-3.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-2.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-0.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-13.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-26.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-16.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-6.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-4.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-9.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-22.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-17.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-16.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-23.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-8.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-24.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-8.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-18.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-21.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-14.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-15.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-20.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-9.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-19.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-25.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-21.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-11.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-18.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-24.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-9.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-8.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-25.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-10.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-19.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-20.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-22.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-8.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-12.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-26.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-13.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-2-9.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-0-23.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-20.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-15.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-8.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-10.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-19.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-11.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-18.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-24.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-5-9.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-14.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-21.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-23.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-16.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-13.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-12.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-17.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-22.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-13.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-8.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-16.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-23.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-22.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-17.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-9.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-12.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-3-10.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-9.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-19.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-4-25.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-1-15.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-20.png,ethiopia,guji,washed,quaker
ethiopia-guji-washed-quaker-6-21.png,ethiopia,guji,washed,quaker
